,Virginia,California,Florida,Arizona,New Jersey,Texas,New York,Michigan,Colorado,Nevada,Washington,Massachusetts,Illinois,Tennessee,Georgia,Missouri,South Carolina,Idaho,North Carolina,Rhode Island,West Virginia,Hawaii,Oregon,Utah,Pennsylvania,the District of Columbia,Vermont,Montana,Ohio,Maine,Wyoming,New Hampshire,Alabama,Maryland,Indiana,Connecticut,Oklahoma,New Mexico,Wisconsin,South Dakota,Iowa,Alaska,Kansas,Minnesota,Nebraska,North Dakota,Louisiana,Arkansas,Delaware,Kentucky,Mississippi
2021-05-01,330927.0,652414.0,285931.0,338931.0,393189.0,246344.0,349774.0,199961.0,470501.0,349018.0,496915.0,496617.0,225393.0,232683.0,244413.0,197214.0,224178.0,400341.0,246822.0,358573.0,125066.0,716144.0,436604.0,446858.0,231501.0,657419.0,298624.0,351818.0,181934.0,299018.0,289264.0,352186.0,175314.0,359229.0,187251.0,304868.0,153935.0,243353.0,230935.0,250412.0,172924.0,301166.0,184552.0,293453.0,215499.0,251746.0,186220.0,153727.0,300681.0,172285.0,144318.0
2021-06-01,335331.0,669583.0,292730.0,349376.0,400250.0,251788.0,354725.0,203336.0,481986.0,360276.0,509388.0,505627.0,228510.0,236998.0,249558.0,199969.0,228191.0,412958.0,251866.0,365709.0,125978.0,728922.0,446171.0,462145.0,235372.0,662051.0,302445.0,360336.0,184581.0,306531.0,291874.0,359649.0,177730.0,363340.0,189877.0,310799.0,156041.0,247347.0,234322.0,254055.0,174586.0,302366.0,186888.0,297511.0,218348.0,253554.0,187982.0,155734.0,305911.0,174407.0,145786.0
2021-07-01,339169.0,688115.0,300617.0,361044.0,407626.0,257451.0,360373.0,206860.0,493712.0,371895.0,521011.0,514519.0,231925.0,241924.0,255078.0,202740.0,232513.0,424713.0,257702.0,374172.0,126949.0,744252.0,455796.0,477387.0,238843.0,665513.0,306812.0,369191.0,187210.0,313922.0,294519.0,366622.0,180480.0,367316.0,192782.0,316606.0,158141.0,251934.0,237708.0,257528.0,176327.0,303205.0,189184.0,302434.0,220991.0,255537.0,190063.0,158056.0,310881.0,176645.0,147472.0
2021-08-01,342413.0,701766.0,308609.0,370644.0,414360.0,263131.0,365220.0,209966.0,503293.0,380981.0,531859.0,522259.0,235279.0,247004.0,260664.0,205138.0,237456.0,436257.0,263853.0,381521.0,127920.0,758753.0,463741.0,489988.0,241632.0,665948.0,311290.0,378748.0,189545.0,319991.0,297422.0,373712.0,183169.0,371088.0,195545.0,320593.0,160089.0,255663.0,240554.0,260838.0,177869.0,304828.0,191388.0,306081.0,222913.0,257398.0,192326.0,160092.0,316127.0,178579.0,149094.0
2021-09-01,345078.0,711551.0,316451.0,378202.0,419464.0,267990.0,369267.0,212238.0,510910.0,388708.0,539687.0,527190.0,237781.0,251978.0,265986.0,207182.0,242323.0,443180.0,269658.0,386994.0,128842.0,773838.0,469872.0,498133.0,243797.0,666073.0,316948.0,387382.0,191618.0,323732.0,300174.0,379250.0,185604.0,374020.0,198076.0,323211.0,161939.0,258993.0,242677.0,263843.0,179549.0,306096.0,193370.0,308730.0,224553.0,259365.0,194376.0,162195.0,321281.0,180413.0,150674.0
2021-10-01,347551.0,716523.0,323781.0,385314.0,423437.0,272268.0,372330.0,214415.0,517628.0,395738.0,547322.0,531418.0,239986.0,256819.0,271437.0,209115.0,247326.0,447285.0,274880.0,391445.0,129814.0,787947.0,474583.0,505355.0,245789.0,668257.0,321793.0,394858.0,193351.0,326418.0,302839.0,384567.0,187851.0,376800.0,200553.0,325052.0,163919.0,262021.0,244451.0,266544.0,181023.0,307266.0,195405.0,310575.0,226028.0,261132.0,196341.0,163961.0,325728.0,182152.0,151939.0
2021-11-01,350290.0,721970.0,331043.0,391158.0,426771.0,275909.0,375221.0,216003.0,524742.0,402861.0,555944.0,535413.0,242216.0,261769.0,276905.0,211142.0,252062.0,449012.0,279593.0,394820.0,130762.0,801355.0,479219.0,511811.0,247660.0,668763.0,325618.0,400726.0,195078.0,328592.0,305344.0,389398.0,189994.0,379419.0,203048.0,326969.0,165984.0,265343.0,246101.0,269221.0,182580.0,306166.0,196954.0,312623.0,227653.0,262865.0,197931.0,165856.0,329694.0,183916.0,153241.0
2021-12-01,354045.0,728720.0,337803.0,396731.0,429949.0,280178.0,378081.0,218074.0,532865.0,409337.0,565143.0,540012.0,244686.0,267688.0,283197.0,213798.0,257174.0,454135.0,284843.0,399416.0,,811738.0,483869.0,520927.0,249901.0,669624.0,330446.0,408700.0,197178.0,333172.0,,395048.0,193235.0,381903.0,206027.0,329032.0,168796.0,269224.0,248190.0,273702.0,184717.0,307307.0,198969.0,315511.0,230756.0,265144.0,200267.0,168737.0,332899.0,186765.0,155731.0
2022-01-01,358036.0,738849.0,345305.0,402263.0,433539.0,284848.0,381385.0,220519.0,541519.0,418559.0,574882.0,545353.0,247004.0,273672.0,289354.0,216561.0,262272.0,460772.0,290547.0,403146.0,135602.0,822924.0,489777.0,529857.0,252439.0,671812.0,335448.0,417218.0,199505.0,338043.0,317004.0,400944.0,196468.0,384770.0,209098.0,331906.0,171591.0,273381.0,250868.0,278354.0,186873.0,308386.0,201047.0,318356.0,234222.0,267596.0,202412.0,171660.0,335820.0,189571.0,158210.0
2022-02-01,362265.0,750885.0,353177.0,409781.0,437507.0,290297.0,385176.0,223327.0,550969.0,428289.0,584866.0,551470.0,249337.0,280485.0,295499.0,219966.0,267579.0,467625.0,296742.0,407871.0,138354.0,836103.0,496338.0,541784.0,255221.0,678011.0,341176.0,426846.0,202117.0,343082.0,323246.0,407876.0,200237.0,387867.0,212317.0,335849.0,174374.0,277758.0,253915.0,284096.0,189014.0,312673.0,203090.0,321344.0,237557.0,270219.0,204855.0,174854.0,338508.0,192383.0,161187.0
2022-03-01,365792.0,765768.0,362814.0,418002.0,442666.0,295719.0,389939.0,226079.0,561181.0,439222.0,595952.0,558734.0,251975.0,285612.0,301019.0,223158.0,272699.0,470278.0,302864.0,411502.0,139414.0,851257.0,503923.0,551301.0,257852.0,683757.0,346074.0,434046.0,204420.0,347134.0,325978.0,413963.0,202929.0,391560.0,214926.0,340272.0,176577.0,282053.0,256970.0,287985.0,190342.0,314062.0,204670.0,324088.0,239487.0,272180.0,206729.0,177016.0,342234.0,194244.0,162949.0
2022-04-01,369340.0,780145.0,373422.0,427713.0,448729.0,301771.0,394897.0,228810.0,571505.0,447525.0,607582.0,567089.0,254785.0,291245.0,306782.0,225977.0,278275.0,471468.0,309355.0,416054.0,140695.0,865368.0,511247.0,562655.0,260470.0,687139.0,350171.0,440748.0,207013.0,351125.0,328914.0,419421.0,205831.0,395122.0,217603.0,345462.0,178774.0,286108.0,260011.0,291671.0,191712.0,317987.0,206179.0,327290.0,241446.0,274520.0,209016.0,179312.0,346679.0,196312.0,164919.0
2022-05-01,372506.0,790993.0,384076.0,435393.0,455138.0,307238.0,400006.0,231158.0,579827.0,454605.0,614905.0,574176.0,257928.0,295777.0,312099.0,228294.0,283857.0,472700.0,315385.0,421518.0,141562.0,878855.0,517431.0,570427.0,262868.0,688821.0,353271.0,446231.0,209292.0,354854.0,331712.0,423417.0,208078.0,398519.0,219896.0,350018.0,180901.0,289671.0,262533.0,294124.0,193111.0,321053.0,207810.0,330230.0,243306.0,276867.0,211215.0,181211.0,350755.0,198343.0,166310.0
2022-06-01,375648.0,793301.0,393059.0,441149.0,460689.0,311937.0,404130.0,233092.0,583008.0,459012.0,617248.0,579611.0,260568.0,301205.0,317067.0,230497.0,289203.0,474899.0,320772.0,426877.0,142405.0,890196.0,519750.0,573525.0,264997.0,687610.0,357154.0,452558.0,211550.0,358203.0,334767.0,427391.0,210331.0,401253.0,222184.0,353705.0,183091.0,293246.0,264786.0,296751.0,194611.0,326754.0,209722.0,332285.0,245140.0,279073.0,213409.0,183195.0,353975.0,200348.0,168079.0
2022-07-01,378222.0,790125.0,399234.0,440349.0,465028.0,314405.0,407183.0,233847.0,581351.0,459554.0,615894.0,581137.0,262412.0,305071.0,320294.0,232141.0,293444.0,474307.0,324284.0,430638.0,143069.0,899945.0,518153.0,570660.0,266491.0,683483.0,361957.0,458134.0,213035.0,360941.0,337267.0,430732.0,212020.0,403228.0,223656.0,355725.0,185066.0,295815.0,266329.0,299463.0,196049.0,331389.0,211347.0,333031.0,245959.0,280826.0,215014.0,184899.0,356336.0,201905.0,169381.0
2022-08-01,379915.0,781014.0,402765.0,436151.0,467328.0,315302.0,409014.0,234299.0,577372.0,456474.0,612308.0,580414.0,263140.0,307808.0,322506.0,233370.0,296524.0,471247.0,326662.0,432162.0,143728.0,905239.0,514560.0,563619.0,267483.0,679711.0,366827.0,463423.0,214336.0,363024.0,338996.0,433620.0,213726.0,404309.0,224851.0,356968.0,186611.0,297954.0,267522.0,301677.0,197370.0,334774.0,212844.0,332919.0,246592.0,281998.0,216098.0,186165.0,358220.0,203367.0,170508.0
2022-09-01,381303.0,773720.0,404269.0,429517.0,468835.0,315316.0,410000.0,234497.0,574821.0,450403.0,610104.0,579244.0,263689.0,309266.0,323421.0,234078.0,297985.0,467307.0,327823.0,433727.0,144484.0,906031.0,512177.0,560066.0,268343.0,678198.0,370900.0,464745.0,215280.0,365101.0,340120.0,436328.0,214990.0,405033.0,225974.0,357773.0,187745.0,299261.0,268496.0,303385.0,198405.0,336693.0,213838.0,332821.0,247446.0,282996.0,216624.0,187497.0,359824.0,204667.0,171032.0
2022-10-01,382703.0,767550.0,404750.0,426159.0,469841.0,315821.0,411138.0,235109.0,574085.0,443396.0,607677.0,578646.0,264415.0,310161.0,324046.0,235350.0,299247.0,465151.0,328847.0,435087.0,145315.0,904818.0,511327.0,557531.0,269642.0,677610.0,374775.0,465216.0,216141.0,367309.0,341414.0,439105.0,216311.0,406035.0,227170.0,358643.0,188786.0,300627.0,269929.0,304860.0,199415.0,337102.0,215068.0,333515.0,249136.0,283890.0,216975.0,188669.0,361598.0,206080.0,171554.0
2022-11-01,384085.0,764278.0,405227.0,422605.0,472224.0,316118.0,412274.0,235427.0,573348.0,436875.0,608039.0,578925.0,264854.0,310972.0,324647.0,236439.0,300352.0,463036.0,329511.0,436655.0,146314.0,901698.0,511359.0,555695.0,271122.0,673297.0,380589.0,464742.0,216758.0,370133.0,342497.0,442318.0,217386.0,407025.0,227893.0,359444.0,189805.0,302724.0,271711.0,306476.0,200137.0,338395.0,215709.0,333543.0,249999.0,284889.0,217171.0,189976.0,363470.0,207048.0,172695.0
2022-12-01,384969.0,760644.0,404939.0,419675.0,474669.0,315451.0,413443.0,235649.0,571262.0,433100.0,602324.0,578596.0,264622.0,311333.0,324799.0,237181.0,301659.0,459947.0,329634.0,436222.0,146997.0,902175.0,510401.0,551884.0,272422.0,667931.0,386285.0,464483.0,217283.0,372314.0,343132.0,445625.0,218421.0,407629.0,228175.0,360950.0,190568.0,304147.0,273341.0,307922.0,200833.0,339201.0,215770.0,333294.0,250513.0,285806.0,217333.0,190569.0,365170.0,207599.0,173634.0
