,Virginia,California,Florida,Arizona,New Jersey,Texas,New York,Michigan,Colorado,Nevada,Washington,Massachusetts,Illinois,Tennessee,Georgia,Missouri,South Carolina,Idaho,North Carolina,Rhode Island,West Virginia,Hawaii,Oregon,Utah,Pennsylvania,the District of Columbia,Vermont,Montana,Ohio,Maine,Wyoming,New Hampshire,Alabama,Maryland,Indiana,Connecticut,Oklahoma,New Mexico,Wisconsin,South Dakota,Iowa,Alaska,Kansas,Minnesota,Nebraska,North Dakota,Louisiana,Arkansas,Delaware,Kentucky,Mississippi
2000-01-01,136640.0,200355.0,114893.0,134216.0,183944.0,114264.0,150079.0,121246.0,183783.0,161297.0,172608.0,204750.0,145304.0,114830.0,131932.0,101200.0,122203.0,125585.0,135102.0,142842.0,71335.0,220999.0,159637.0,178960.0,106237.0,186306.0,128527.0,,111248.0,114941.0,,139079.0,103790.0,162313.0,104181.0,170761.0,80747.0,,119292.0,118373.0,96286.0,132216.0,96100.0,134761.0,120444.0,,105738.0,81854.0,151312.0,93544.0,85691.0
2000-02-01,137131.0,201206.0,115232.0,134540.0,184704.0,114388.0,150847.0,121449.0,184678.0,161344.0,173200.0,205724.0,145623.0,115019.0,132377.0,101403.0,122608.0,125539.0,135433.0,143791.0,71395.0,220880.0,160146.0,179107.0,106597.0,187274.0,128901.0,,111413.0,115533.0,,139767.0,104071.0,162338.0,104117.0,171695.0,80813.0,,119344.0,118107.0,96577.0,132403.0,96163.0,135442.0,120761.0,,106084.0,82029.0,151707.0,93651.0,85703.0
2000-03-01,137588.0,202278.0,115590.0,134923.0,185340.0,114427.0,151488.0,121835.0,185527.0,161657.0,173708.0,206741.0,146056.0,115166.0,132820.0,101653.0,122878.0,125650.0,135717.0,144661.0,71469.0,221370.0,160542.0,179315.0,106887.0,188175.0,129377.0,,111587.0,115973.0,,140485.0,104225.0,162540.0,104018.0,172565.0,81031.0,,119589.0,117736.0,96816.0,132555.0,96332.0,135978.0,121000.0,,106290.0,82182.0,152116.0,93787.0,85749.0
2000-04-01,138411.0,204532.0,116287.0,135668.0,186710.0,114635.0,152843.0,122522.0,187442.0,162320.0,174693.0,208658.0,146908.0,115497.0,133708.0,102181.0,123503.0,125823.0,136305.0,146320.0,71603.0,222055.0,161359.0,179800.0,107453.0,190216.0,130235.0,,112040.0,116944.0,,141457.0,104574.0,162957.0,103557.0,173932.0,81370.0,,119901.0,117326.0,97314.0,132682.0,96545.0,137220.0,121394.0,,106752.0,82493.0,152978.0,94088.0,85910.0
2000-05-01,139131.0,206949.0,116949.0,136444.0,187899.0,114684.0,154067.0,123364.0,189338.0,163025.0,175624.0,210524.0,147786.0,115789.0,134555.0,102763.0,123975.0,126233.0,136858.0,147741.0,71733.0,223401.0,161955.0,181660.0,107943.0,192123.0,131074.0,,112588.0,117698.0,,142470.0,104904.0,163674.0,103425.0,174878.0,81773.0,,120377.0,117252.0,97786.0,132930.0,96815.0,138377.0,121521.0,,107137.0,82721.0,153867.0,94409.0,86336.0
2000-06-01,139783.0,209464.0,117608.0,137051.0,189255.0,114756.0,155324.0,124163.0,191399.0,163662.0,176400.0,212462.0,148641.0,116031.0,135388.0,103336.0,124488.0,126633.0,137400.0,148601.0,71918.0,224730.0,162469.0,183257.0,108389.0,194299.0,131752.0,,113178.0,118526.0,,143460.0,105274.0,164408.0,103539.0,175791.0,82096.0,,120829.0,117104.0,98197.0,133028.0,97072.0,139690.0,121579.0,,107519.0,82918.0,154749.0,94715.0,86820.0
2000-07-01,140621.0,212077.0,118256.0,137695.0,190690.0,114760.0,156348.0,125069.0,193374.0,164163.0,177259.0,214767.0,149582.0,116287.0,136191.0,103941.0,124943.0,126978.0,137889.0,149408.0,72143.0,225988.0,162849.0,184782.0,108840.0,196253.0,132400.0,,113676.0,119354.0,,144918.0,105562.0,165223.0,104144.0,176796.0,82439.0,,121416.0,116975.0,98588.0,133419.0,97424.0,141071.0,121610.0,,107856.0,83096.0,155590.0,95054.0,87208.0
2000-08-01,141575.0,214846.0,118923.0,138318.0,192451.0,114977.0,157197.0,125905.0,195591.0,164814.0,177979.0,217626.0,150676.0,116538.0,137056.0,104617.0,125469.0,127328.0,138330.0,150242.0,72464.0,227549.0,163317.0,184976.0,109233.0,197868.0,133061.0,,114139.0,120181.0,,146533.0,105811.0,165894.0,104572.0,178036.0,82747.0,,122012.0,116712.0,98878.0,133415.0,97794.0,143169.0,121838.0,,108066.0,83340.0,156301.0,95445.0,87542.0
2000-09-01,142605.0,217631.0,119603.0,139060.0,194341.0,115229.0,157940.0,126671.0,197829.0,165515.0,178631.0,220755.0,151805.0,116869.0,137935.0,105289.0,126019.0,127594.0,138762.0,151390.0,72706.0,229028.0,163674.0,185464.0,109649.0,199034.0,133812.0,,114602.0,121047.0,,148220.0,106115.0,166606.0,104887.0,179259.0,83032.0,,122584.0,117080.0,99220.0,133604.0,98131.0,145098.0,122088.0,,108416.0,83632.0,156945.0,95882.0,87843.0
2000-10-01,143540.0,220271.0,120296.0,139742.0,196197.0,115491.0,158790.0,127384.0,200034.0,166209.0,179202.0,224012.0,152924.0,117167.0,138871.0,106013.0,126558.0,127888.0,139243.0,152464.0,73038.0,230643.0,164068.0,185890.0,110045.0,198985.0,134784.0,,115055.0,121839.0,,150248.0,106490.0,167392.0,105276.0,180647.0,83297.0,,123151.0,117328.0,99671.0,133508.0,98510.0,147083.0,122350.0,,108853.0,83932.0,157522.0,96267.0,88266.0
2000-11-01,144531.0,222915.0,121027.0,140381.0,197757.0,115824.0,159921.0,128181.0,202144.0,166910.0,179855.0,227067.0,153940.0,117527.0,139792.0,106800.0,127108.0,128108.0,139821.0,153491.0,73523.0,231463.0,164489.0,186519.0,110530.0,199378.0,135737.0,,115514.0,122924.0,,152071.0,106926.0,168226.0,105850.0,182027.0,83653.0,,123675.0,117254.0,100098.0,133813.0,98950.0,148532.0,122685.0,,109471.0,84394.0,158385.0,96714.0,88715.0
2000-12-01,145564.0,225511.0,121790.0,141007.0,199145.0,116204.0,161134.0,129037.0,204169.0,167576.0,180715.0,230149.0,154904.0,117955.0,140810.0,107509.0,127535.0,128362.0,140435.0,154673.0,74167.0,232344.0,165015.0,187088.0,111036.0,199890.0,136700.0,,115969.0,124097.0,,153984.0,107412.0,169174.0,106538.0,183223.0,84096.0,,124225.0,117071.0,100618.0,134216.0,99476.0,150269.0,123034.0,,110077.0,84911.0,159125.0,97193.0,89357.0
2001-01-01,146615.0,227595.0,122552.0,141622.0,200491.0,116440.0,162295.0,129830.0,206264.0,168259.0,181612.0,232850.0,155805.0,118466.0,141814.0,107998.0,128122.0,128856.0,141086.0,155805.0,74915.0,233099.0,165628.0,187654.0,111541.0,201102.0,137521.0,,116406.0,125594.0,,155659.0,107968.0,169902.0,107028.0,184354.0,84594.0,,124731.0,117216.0,100914.0,137612.0,100155.0,151757.0,123641.0,,110773.0,85544.0,160035.0,97793.0,89952.0
2001-02-01,147514.0,229752.0,123354.0,142245.0,202191.0,116397.0,163260.0,130453.0,208206.0,169048.0,182525.0,235385.0,156612.0,118848.0,142674.0,108347.0,128627.0,129318.0,141536.0,157021.0,75257.0,233892.0,166112.0,187935.0,112029.0,202207.0,138600.0,,116780.0,126889.0,,157634.0,108414.0,170631.0,107170.0,185345.0,85058.0,,125308.0,117568.0,101264.0,142158.0,100926.0,153145.0,123956.0,,111373.0,85852.0,160735.0,98315.0,90273.0
2001-03-01,148497.0,232218.0,124204.0,142871.0,203882.0,116190.0,164215.0,131017.0,210202.0,169881.0,183372.0,237971.0,157557.0,119197.0,143427.0,108835.0,129191.0,129998.0,141935.0,158383.0,75568.0,234555.0,166656.0,188120.0,112560.0,203614.0,139727.0,,117169.0,128128.0,,159412.0,108788.0,171261.0,107226.0,186628.0,85435.0,,125908.0,118233.0,101475.0,147596.0,101698.0,154606.0,120164.0,,111986.0,86101.0,161618.0,98826.0,90495.0
2001-04-01,149506.0,235325.0,125127.0,143507.0,205735.0,116110.0,165235.0,131544.0,212108.0,170727.0,184180.0,240683.0,158469.0,119467.0,144103.0,109468.0,129507.0,130563.0,142219.0,160019.0,75690.0,235379.0,167090.0,188310.0,113137.0,205782.0,140841.0,,117560.0,129069.0,,161309.0,109042.0,172212.0,107263.0,188032.0,85772.0,,126585.0,118719.0,101842.0,150718.0,102291.0,156216.0,116134.0,,112494.0,86216.0,162399.0,99259.0,90707.0
2001-05-01,150638.0,238197.0,126087.0,144143.0,207443.0,116204.0,166325.0,132163.0,213979.0,171605.0,184782.0,243423.0,159575.0,119777.0,144854.0,110153.0,129917.0,131082.0,142569.0,161613.0,76039.0,236633.0,167582.0,188404.0,113624.0,207933.0,141772.0,,117940.0,130327.0,,163422.0,109301.0,173218.0,107577.0,189519.0,86035.0,,127199.0,119477.0,102199.0,153338.0,102828.0,157743.0,112341.0,,112910.0,86538.0,163233.0,99705.0,91107.0
2001-06-01,151702.0,240692.0,127081.0,144770.0,209347.0,116340.0,167481.0,132713.0,215638.0,172502.0,185411.0,246274.0,160601.0,120037.0,145542.0,110852.0,130322.0,131389.0,142882.0,163167.0,76305.0,237948.0,168055.0,188614.0,114096.0,210009.0,142625.0,,118260.0,131633.0,,165610.0,109551.0,174399.0,107939.0,190892.0,86299.0,,127811.0,119647.0,102632.0,155472.0,103335.0,159242.0,112644.0,,113267.0,86850.0,163976.0,100164.0,91450.0
2001-07-01,152868.0,243054.0,128160.0,145348.0,211311.0,116464.0,168664.0,133251.0,217306.0,173536.0,185956.0,249267.0,161678.0,120268.0,146214.0,111535.0,130841.0,131755.0,143157.0,164816.0,76559.0,239379.0,168628.0,188746.0,114593.0,212154.0,143498.0,,118611.0,133078.0,,167704.0,109835.0,175576.0,108347.0,192149.0,86539.0,,128433.0,119913.0,103012.0,157553.0,103826.0,160817.0,112995.0,,113601.0,87211.0,164652.0,100600.0,91710.0
2001-08-01,153988.0,245415.0,129303.0,145948.0,213472.0,116554.0,169882.0,133809.0,218964.0,174673.0,186720.0,252545.0,162772.0,120569.0,146902.0,112148.0,131179.0,132237.0,143494.0,166881.0,76792.0,240716.0,169283.0,189055.0,115140.0,214657.0,144236.0,,118995.0,134145.0,,169520.0,110053.0,176893.0,108637.0,193974.0,86840.0,,129073.0,119831.0,103438.0,158781.0,104284.0,162618.0,113261.0,,114008.0,87470.0,165327.0,100954.0,92012.0
2001-09-01,155167.0,247766.0,130463.0,146568.0,215771.0,116661.0,171027.0,134425.0,220432.0,175758.0,187329.0,255585.0,163930.0,120877.0,147587.0,112760.0,131488.0,132747.0,143819.0,169100.0,76977.0,242304.0,169859.0,189293.0,115676.0,217347.0,145009.0,,119377.0,135211.0,,171434.0,110342.0,178210.0,108732.0,195879.0,87160.0,,129704.0,119894.0,103850.0,159695.0,104697.0,164500.0,113541.0,,114437.0,87700.0,166067.0,101252.0,92279.0
2001-10-01,156279.0,249984.0,131613.0,147261.0,218162.0,116785.0,172252.0,135039.0,221695.0,176792.0,188111.0,258989.0,165110.0,121232.0,148273.0,113418.0,131797.0,133211.0,144198.0,171623.0,77216.0,243905.0,170423.0,189581.0,116150.0,220014.0,145889.0,,119742.0,136150.0,,173251.0,110692.0,179439.0,108981.0,198074.0,87456.0,,130320.0,120147.0,104264.0,160298.0,105139.0,166448.0,113788.0,,114860.0,87824.0,166885.0,101522.0,92714.0
2001-11-01,157485.0,252077.0,132695.0,147951.0,220223.0,116857.0,173544.0,135573.0,222696.0,177626.0,188745.0,262246.0,166131.0,121483.0,148877.0,114120.0,132148.0,133442.0,144447.0,173679.0,77325.0,245256.0,170924.0,189757.0,116670.0,222521.0,147016.0,,120068.0,137438.0,,175026.0,111021.0,180679.0,109149.0,199787.0,87697.0,,130909.0,120421.0,104663.0,161267.0,105580.0,168199.0,114043.0,,115271.0,87936.0,167752.0,101803.0,92954.0
2001-12-01,158602.0,254049.0,133776.0,148571.0,222072.0,116926.0,174941.0,136087.0,223478.0,178577.0,189670.0,265279.0,166987.0,121666.0,149457.0,114831.0,132487.0,133711.0,144689.0,175790.0,77421.0,246471.0,171520.0,189823.0,117157.0,225141.0,148154.0,,120380.0,138608.0,,176825.0,111231.0,181974.0,109485.0,201174.0,87934.0,,131496.0,120558.0,105101.0,162258.0,106058.0,169635.0,114343.0,,115600.0,88015.0,168654.0,102061.0,93147.0
2002-01-01,159660.0,255566.0,134808.0,149063.0,223845.0,116993.0,176338.0,136668.0,223840.0,179357.0,190371.0,267588.0,167773.0,121801.0,149971.0,115476.0,132714.0,133864.0,144904.0,177365.0,77495.0,247263.0,172090.0,189872.0,117668.0,227601.0,149359.0,,120650.0,140024.0,,178645.0,111339.0,183313.0,109462.0,202321.0,88185.0,,132065.0,120682.0,105344.0,163013.0,106510.0,170826.0,114716.0,,115831.0,88148.0,169595.0,102281.0,93258.0
2002-02-01,160749.0,257238.0,135795.0,149532.0,225846.0,117192.0,177620.0,137193.0,224310.0,180068.0,191143.0,269679.0,168649.0,122022.0,150531.0,116124.0,132856.0,134204.0,145120.0,179266.0,77755.0,248574.0,172663.0,189806.0,118210.0,230192.0,150581.0,,120914.0,141447.0,,180410.0,111534.0,184614.0,109514.0,203522.0,88515.0,,132646.0,121384.0,105536.0,163752.0,106882.0,171881.0,115071.0,,116202.0,88338.0,170586.0,102541.0,93328.0
2002-03-01,161911.0,259211.0,136782.0,150080.0,227950.0,117554.0,178718.0,137691.0,225045.0,180903.0,191800.0,271988.0,169758.0,122258.0,151044.0,116668.0,133020.0,134420.0,145347.0,181121.0,78096.0,249989.0,173212.0,189969.0,118806.0,232299.0,151885.0,,121199.0,142996.0,,181938.0,111694.0,185960.0,109373.0,205073.0,88792.0,,133192.0,121802.0,105642.0,164458.0,107223.0,172923.0,115413.0,,116642.0,88543.0,171686.0,102785.0,93423.0
2002-04-01,163236.0,261931.0,137845.0,150689.0,230085.0,118020.0,179846.0,138048.0,225967.0,181918.0,192388.0,274474.0,170685.0,122457.0,151579.0,117202.0,133172.0,134672.0,145479.0,183389.0,78360.0,251811.0,173782.0,190140.0,119466.0,234938.0,153107.0,,121487.0,144608.0,152790.0,183681.0,111884.0,187508.0,109317.0,206824.0,89069.0,137343.0,133728.0,122082.0,106028.0,165469.0,107527.0,173914.0,115657.0,,117148.0,88745.0,172807.0,103026.0,93392.0
2002-05-01,164545.0,264974.0,138978.0,151279.0,232249.0,118479.0,181034.0,138397.0,226913.0,183018.0,192841.0,277110.0,171698.0,122652.0,152070.0,117743.0,133439.0,134916.0,145696.0,185934.0,78537.0,253183.0,174508.0,190271.0,120141.0,237762.0,154181.0,,121790.0,146037.0,150661.0,185232.0,112095.0,189430.0,109427.0,208812.0,89271.0,137603.0,134251.0,122138.0,106506.0,166124.0,107368.0,175255.0,116046.0,,118143.0,88993.0,173888.0,103213.0,93576.0
2002-06-01,166009.0,268301.0,140150.0,151959.0,234654.0,118977.0,182413.0,138757.0,227680.0,183889.0,193214.0,279769.0,172587.0,122858.0,152547.0,118364.0,133667.0,135294.0,145881.0,188637.0,78695.0,254846.0,175337.0,190371.0,120850.0,241070.0,155217.0,,122086.0,147543.0,149982.0,187041.0,112340.0,191507.0,109732.0,210989.0,89484.0,137664.0,134789.0,122613.0,107072.0,166547.0,107193.0,176506.0,116359.0,,118888.0,89277.0,175017.0,103420.0,93782.0
2002-07-01,167523.0,272209.0,141328.0,152681.0,237302.0,119457.0,183845.0,139053.0,228433.0,184755.0,193757.0,282836.0,173767.0,123093.0,152964.0,119015.0,134029.0,135619.0,146153.0,191632.0,78913.0,256963.0,176207.0,190469.0,121631.0,244152.0,156080.0,,122417.0,148997.0,148827.0,188758.0,112609.0,193737.0,110079.0,213203.0,89717.0,138021.0,135315.0,123065.0,107487.0,166911.0,107011.0,177875.0,116712.0,,119690.0,89603.0,176139.0,103687.0,94152.0
2002-08-01,169123.0,276366.0,142618.0,153540.0,240619.0,119975.0,185450.0,139400.0,228888.0,185662.0,194404.0,285993.0,175013.0,123277.0,153367.0,119587.0,134325.0,135901.0,146384.0,195274.0,79178.0,259766.0,176839.0,190433.0,122511.0,247054.0,156866.0,,122738.0,150308.0,149238.0,190850.0,112818.0,195983.0,110122.0,215258.0,89972.0,138374.0,135916.0,123431.0,107836.0,167334.0,106992.0,179059.0,116988.0,,,89857.0,177309.0,103967.0,94391.0
2002-09-01,170691.0,280515.0,143838.0,154207.0,244205.0,120388.0,187044.0,139694.0,229420.0,186431.0,195006.0,289544.0,176247.0,123484.0,153799.0,120207.0,134640.0,136185.0,146615.0,199646.0,79427.0,263111.0,177410.0,190213.0,123397.0,250265.0,157508.0,,123060.0,151571.0,150099.0,193014.0,113069.0,198173.0,110054.0,216988.0,90261.0,138802.0,136518.0,123984.0,108081.0,167934.0,107024.0,180342.0,117330.0,,119477.0,90151.0,178349.0,104266.0,94725.0
2002-10-01,172212.0,284408.0,145066.0,154930.0,247917.0,120741.0,188589.0,140103.0,229970.0,187441.0,195611.0,293748.0,177396.0,123746.0,154272.0,120885.0,134936.0,136499.0,146845.0,203617.0,79804.0,266176.0,177963.0,189733.0,124253.0,253781.0,158273.0,,123393.0,152705.0,150700.0,195450.0,113322.0,200281.0,110146.0,219334.0,90536.0,139142.0,137232.0,124249.0,108413.0,168366.0,107059.0,181574.0,117719.0,,119518.0,90507.0,179483.0,104544.0,95067.0
2002-11-01,173637.0,288279.0,146207.0,155540.0,251154.0,121045.0,190077.0,140469.0,230486.0,188570.0,196188.0,298044.0,178237.0,123993.0,154680.0,121572.0,135280.0,136750.0,147055.0,206797.0,79996.0,268880.0,178703.0,189524.0,124946.0,258191.0,159116.0,,123756.0,153984.0,151242.0,197672.0,113606.0,202193.0,110362.0,221977.0,90817.0,139481.0,137852.0,124418.0,108802.0,168980.0,107903.0,182836.0,118084.0,,120038.0,90889.0,180606.0,104830.0,95370.0
2002-12-01,174963.0,292121.0,147527.0,156279.0,254203.0,121310.0,191677.0,140868.0,230682.0,189858.0,196590.0,302004.0,179200.0,124242.0,155016.0,122171.0,135624.0,136878.0,147294.0,209306.0,80159.0,270891.0,179419.0,189296.0,125653.0,262571.0,160065.0,,124128.0,155299.0,151493.0,199940.0,113895.0,204225.0,110632.0,224439.0,91089.0,139793.0,138482.0,124497.0,109253.0,169527.0,108604.0,184270.0,118511.0,,120540.0,91250.0,181910.0,105078.0,95597.0
2003-01-01,176113.0,295374.0,148869.0,156925.0,257168.0,121566.0,193256.0,141243.0,230720.0,191043.0,197171.0,304960.0,180125.0,124406.0,155339.0,122698.0,135964.0,137004.0,147537.0,211811.0,80219.0,273333.0,180111.0,189197.0,126344.0,266297.0,161002.0,,124470.0,156747.0,152041.0,202083.0,114134.0,206103.0,110689.0,226419.0,91343.0,140156.0,138973.0,125161.0,109627.0,169949.0,109334.0,185694.0,118972.0,,121021.0,91481.0,183275.0,105315.0,95718.0
2003-02-01,177361.0,298438.0,150286.0,157653.0,260149.0,121761.0,194851.0,141620.0,230798.0,192255.0,197757.0,307922.0,181239.0,124675.0,155680.0,123274.0,136378.0,137266.0,147783.0,214710.0,80576.0,276398.0,180736.0,189262.0,127090.0,269514.0,162066.0,,124825.0,158104.0,152625.0,204339.0,114460.0,208107.0,110746.0,227911.0,91615.0,140424.0,139520.0,126283.0,109963.0,170332.0,109570.0,186997.0,119453.0,,121456.0,91769.0,184814.0,105604.0,95895.0
2003-03-01,178708.0,301784.0,151732.0,158282.0,263119.0,122017.0,196653.0,141838.0,231213.0,193609.0,198753.0,310980.0,182250.0,124923.0,156081.0,123838.0,136768.0,137351.0,148025.0,217893.0,80982.0,280090.0,181438.0,189241.0,127807.0,272349.0,163140.0,,125159.0,159320.0,153062.0,206672.0,114787.0,210116.0,110776.0,229852.0,91904.0,140654.0,140180.0,126825.0,110218.0,170680.0,109430.0,188195.0,119906.0,,121772.0,92033.0,186434.0,105909.0,96159.0
2003-04-01,180306.0,305747.0,153293.0,159033.0,266115.0,122238.0,198345.0,142099.0,231616.0,195025.0,199725.0,314395.0,183400.0,125232.0,156433.0,124407.0,137051.0,137854.0,148218.0,221214.0,81418.0,283587.0,182213.0,189462.0,128590.0,275775.0,164131.0,,125518.0,160315.0,153624.0,208739.0,115204.0,212356.0,110930.0,232010.0,92227.0,140820.0,140877.0,127019.0,110507.0,171220.0,108890.0,189338.0,120279.0,,121829.0,92360.0,188109.0,106216.0,96500.0
2003-05-01,182021.0,310084.0,154885.0,159782.0,269224.0,122455.0,200056.0,142522.0,231826.0,196707.0,200930.0,317654.0,184398.0,125518.0,156742.0,125025.0,137340.0,138339.0,148434.0,224743.0,81780.0,287356.0,183086.0,189664.0,129549.0,279245.0,165156.0,,125861.0,161814.0,154444.0,211028.0,115506.0,214763.0,111146.0,234620.0,92480.0,141062.0,141723.0,126629.0,110795.0,172116.0,108634.0,190648.0,120788.0,,121833.0,92731.0,189844.0,106503.0,96790.0
2003-06-01,183794.0,313800.0,156432.0,160621.0,272522.0,122654.0,201686.0,143054.0,231940.0,198375.0,202011.0,320451.0,185324.0,125831.0,157004.0,125706.0,137678.0,138949.0,148624.0,228517.0,82136.0,291277.0,184039.0,190076.0,130668.0,282973.0,166222.0,,126256.0,163376.0,155493.0,213093.0,115765.0,217441.0,111446.0,237115.0,92690.0,141507.0,142597.0,126818.0,111125.0,173273.0,108759.0,191845.0,121217.0,,121950.0,93104.0,191408.0,106772.0,97004.0
2003-07-01,185742.0,317956.0,157958.0,161468.0,275945.0,122843.0,203432.0,143538.0,232093.0,200422.0,203141.0,322598.0,186213.0,126122.0,157263.0,126378.0,138201.0,139265.0,148867.0,232627.0,82502.0,295157.0,185120.0,190294.0,131838.0,286591.0,167359.0,,126684.0,165235.0,156292.0,215165.0,116005.0,220201.0,111762.0,239489.0,92880.0,142054.0,143577.0,127179.0,111527.0,175186.0,109489.0,193162.0,121793.0,,122263.0,93520.0,192975.0,107049.0,97054.0
2003-08-01,187694.0,322391.0,159546.0,162410.0,279463.0,123084.0,205459.0,143992.0,232330.0,202574.0,204475.0,324781.0,187395.0,126427.0,157621.0,127051.0,138678.0,139577.0,149172.0,236149.0,82721.0,299131.0,186323.0,190383.0,132895.0,290020.0,,,127188.0,167125.0,157033.0,217050.0,116280.0,223040.0,111991.0,241582.0,93131.0,142633.0,144708.0,127949.0,112020.0,176537.0,110073.0,194415.0,122246.0,,122759.0,93870.0,194544.0,107333.0,97288.0
2003-09-01,189723.0,327475.0,161191.0,163486.0,282652.0,123276.0,207612.0,144495.0,232587.0,205118.0,205808.0,327334.0,188742.0,126739.0,157996.0,127723.0,139163.0,139981.0,149482.0,239317.0,82923.0,302969.0,187479.0,190446.0,133941.0,293454.0,171251.0,,127680.0,169231.0,157663.0,219281.0,116590.0,225942.0,112140.0,243978.0,93424.0,143056.0,145878.0,128955.0,112525.0,178250.0,110764.0,195801.0,122830.0,,123231.0,94283.0,196378.0,107675.0,97515.0
2003-10-01,191799.0,332234.0,162844.0,164511.0,285503.0,123492.0,209761.0,145107.0,232813.0,207717.0,207123.0,330130.0,190026.0,127088.0,158373.0,128449.0,139623.0,140287.0,149786.0,242451.0,83057.0,308328.0,188699.0,190569.0,134920.0,297532.0,173583.0,,128157.0,171411.0,158436.0,221648.0,116844.0,228912.0,112368.0,245980.0,93686.0,143552.0,147128.0,130087.0,113020.0,179707.0,111279.0,197037.0,123319.0,,123831.0,94665.0,198106.0,108019.0,97903.0
2003-11-01,193786.0,336803.0,164446.0,165335.0,287903.0,123619.0,211493.0,145606.0,233241.0,210821.0,208140.0,332873.0,191081.0,127392.0,158691.0,129103.0,140080.0,140463.0,150047.0,245706.0,83351.0,313792.0,189748.0,190795.0,135795.0,300814.0,174704.0,,128527.0,172987.0,159163.0,223594.0,117126.0,231624.0,112578.0,248417.0,93913.0,144148.0,147930.0,130751.0,113465.0,181096.0,111570.0,198285.0,123845.0,,124263.0,95048.0,199615.0,108330.0,98090.0
2003-12-01,195703.0,341244.0,165969.0,166046.0,290245.0,123745.0,213071.0,146100.0,233676.0,213915.0,209305.0,335379.0,192013.0,127682.0,159057.0,129795.0,140542.0,140761.0,150374.0,249127.0,83709.0,318306.0,190801.0,191034.0,136577.0,303818.0,175701.0,,128880.0,174574.0,159756.0,225165.0,117381.0,234161.0,112818.0,250615.0,94152.0,145009.0,148613.0,131004.0,113890.0,182196.0,111892.0,199481.0,124359.0,,124712.0,95398.0,200912.0,108607.0,98233.0
2004-01-01,197426.0,345978.0,167519.0,166698.0,292657.0,124286.0,214724.0,146576.0,234046.0,217483.0,210587.0,337745.0,193113.0,127970.0,159380.0,130402.0,140970.0,141119.0,150715.0,251953.0,84192.0,322510.0,191580.0,191273.0,137277.0,307030.0,176603.0,,129181.0,176180.0,160292.0,226787.0,117667.0,236497.0,112978.0,252799.0,94465.0,145701.0,149190.0,131092.0,114220.0,182178.0,112097.0,200631.0,124899.0,,125154.0,95786.0,202333.0,108861.0,98413.0
2004-02-01,199475.0,351402.0,169091.0,167644.0,295270.0,,216330.0,146972.0,234363.0,221067.0,211915.0,340237.0,194210.0,128339.0,159755.0,130893.0,141468.0,141695.0,151081.0,255328.0,84731.0,327565.0,192519.0,191678.0,138217.0,310600.0,178338.0,,129556.0,178282.0,160915.0,228617.0,117948.0,239129.0,113151.0,254526.0,94816.0,146514.0,150039.0,131726.0,114457.0,183069.0,112405.0,201876.0,125483.0,,125708.0,96272.0,203842.0,109156.0,98681.0
2004-03-01,201901.0,357527.0,170871.0,168778.0,298298.0,,217639.0,147413.0,234753.0,,213320.0,342868.0,195358.0,128756.0,160123.0,131263.0,141998.0,142312.0,151402.0,258426.0,85384.0,333145.0,193641.0,192087.0,139132.0,314761.0,180045.0,,129945.0,180406.0,161767.0,230558.0,118286.0,241749.0,113405.0,256356.0,95121.0,147057.0,150887.0,132468.0,114718.0,183622.0,112852.0,203096.0,126031.0,,126339.0,96804.0,205428.0,109409.0,99033.0
2004-04-01,204803.0,364510.0,172827.0,170151.0,301570.0,128460.0,219019.0,147704.0,235362.0,232307.0,214970.0,345841.0,196637.0,129216.0,160618.0,131581.0,142495.0,143020.0,151746.0,261846.0,85913.0,339459.0,195066.0,192537.0,140179.0,318530.0,181899.0,,130320.0,182369.0,162870.0,232692.0,118614.0,244954.0,113615.0,258688.0,95388.0,147655.0,151931.0,133011.0,115070.0,185025.0,113573.0,204552.0,126541.0,,126925.0,97360.0,207450.0,109605.0,99330.0
2004-05-01,208230.0,372573.0,175116.0,171822.0,305415.0,129415.0,220695.0,148106.0,236089.0,239699.0,217107.0,348729.0,198051.0,129628.0,161098.0,132057.0,143146.0,143765.0,152056.0,265439.0,86372.0,345481.0,196806.0,192701.0,141397.0,323256.0,184302.0,,130683.0,184912.0,164095.0,235086.0,119015.0,248473.0,114016.0,261519.0,95629.0,148352.0,153229.0,133695.0,115459.0,186188.0,114156.0,205979.0,127127.0,,127408.0,97823.0,209857.0,109818.0,99620.0
2004-06-01,212041.0,381484.0,177698.0,173630.0,309400.0,129880.0,222752.0,148473.0,236854.0,247327.0,219480.0,351341.0,199615.0,130054.0,161539.0,132605.0,143844.0,144627.0,152449.0,269723.0,86795.0,353654.0,198655.0,192941.0,142801.0,328404.0,186755.0,,131031.0,187666.0,165513.0,237544.0,119506.0,252706.0,114401.0,264624.0,95862.0,149364.0,154674.0,134601.0,115870.0,187579.0,114577.0,207576.0,127691.0,,127977.0,98291.0,212748.0,110073.0,99859.0
